ticker,name,role,education_secondary,education_bachelor,education_master,education_doctoral,education_level_unknown,has_mba_emba,has_foreign_education,has_professional_retraining,has_law_education,has_economics_education,publications_count,publications_count_is_lower_bound,has_research_experience,research_experience_years,patents_count,patents_count_is_lower_bound,experience_years_same_sector,experience_years_same_industry,experience_years_same_industry_group,professional_experience_years,has_experience_same_sector,has_experience_same_industry,has_experience_same_industry_group,has_other_company_management,current_company_experience_years,is_ceo
MVID,Карен Ашрафян,Директор по развитию маркетплейса по CSV; company/industry materials confirm the role in 2026.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,False
MVID,Роман Стенцель / Roman Stenzel,Член совета директоров по CSV; official candidate materials indicate M.Video board membership since 2023.,0,0,0,0,1,0,1,0,1,0,0.0,0,0,0,0.0,0,7,7,7,7,1,1,1,1,2,False
MVID,Сергей Ануфриев,Директор по проектам по CSV; M.Video corporate material confirms the project director role in 2025.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,False
MVID,Степан Борисович Кузнецов,Член совета директоров по CSV; official M.Video sources confirm 2026 board election.,0,0,0,0,1,1,1,0,0,1,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,False
MVID,Феликс Григорьевич Либ,"Председатель совета директоров и член совета директоров по CSV; official sources confirm M.Video CEO from 21.02.2025 and board chair from 13.03.2026, not a 2024 CEO role.",0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,0,13,0,0,0,1,0,False
NKHP,Aleksey Vladimirovich Chemerichko / Чемеричко Алексей Владимирович,"CSV и рыночные профили указывают CEO, но официальные локальные документы за 2024 год не подтверждают эту должность; в 2024 году CEO был Деменков Д.Б., затем Медведев Ю.А.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,12,12,12,12,1,1,1,0,12,False
NKHP,Ivan Akhmedovich Chepovoy / Чеповой Иван Ахмедович,"Член совета директоров ПАО ""НКХП"" в 2024 году; первый заместитель генерального директора АО ""ОЗК""",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,1,1,1,35,1,1,1,1,1,False
NKHP,Ksenia Bolomatova / Боломатова Ксения Николаевна,"Член совета директоров ПАО ""НКХП"" в 2024 году; заместитель генерального директора АО ""ОЗК"" в подтвержденных профессиональных источниках",0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,1,1,1,24,1,1,1,1,1,False
NKHP,Maxim Gruzinov / Грузинов Максим Юрьевич,"Член совета директоров ПАО ""НКХП"" в 2024 году",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
NKHP,Oleg Soldatenkov / Солдатенков Олег Владимирович,"Член совета директоров и комитета по аудиту ПАО ""НКХП"" в 2024 году; заместитель генерального директора АО ""ОЗК""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
NKHP,Olga Vladimirovna Vodzinskaya / Водзинская Ольга Владимировна,"Comptroller/Controller/Auditor в CSV; рыночные профили указывают Chief Accountant / controller-аuditor, но локальные официальные документы 2024 года ее не упоминают",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
NKHP,Roman Kron / Крон Роман Александрович,"Член совета директоров ПАО ""НКХП"" в 2024 году; руководитель Mirogroup Resources / Demetra Trading в группе Деметра",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,1,1,1,15,1,1,1,1,1,False
NKHP,Ryashit Akzhigitov / Акжигитов Ряшит Исхакович,"Член совета директоров ПАО ""НКХП"" в 2024 году; заместитель генерального директора по безопасности АО ""ОЗК""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
NKHP,Yevgeniy Sutchenko / likely Сутченко Евгений Олегович,"Corporate Officer/Principal в CSV; рыночные профили указывают Deputy Director General-Operations, но локальные официальные документы 2024 года его не упоминают",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
NKHP,Yuriy Alekseevich Medvedev / Медведев Юрий Алексеевич,"Генеральный директор ПАО ""НКХП"" с 04.08.2024 в контексте 2024 года; CSV исходно указывает его как Director of Finance/CFO",0,0,0,1,0,0,0,0,0,1,1.0,1,1,1,0.0,0,33,33,33,33,1,1,1,0,33,True
NKNC,Александр Анатольевич Петров,Член совета директоров,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,20,20,20,25,1,1,1,1,0,False
NKNC,Артур Гиззатуллин,"Первый заместитель генерального директора, главный инженер",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,False
NKNC,Василий Петрович Номоконов,Член совета директоров,0,0,0,1,0,0,0,0,0,0,1.0,1,1,7,0.0,0,20,20,20,25,1,1,1,1,0,False
NKNC,Дарья Юрьевна Борисова,Член совета директоров,0,0,0,1,0,0,1,0,0,0,1.0,1,1,6,0.0,0,6,6,6,27,1,1,1,1,0,False
NKNC,Денис Владимирович Голенков,Член совета директоров,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,False
NKNC,Игорь Георгиевич Климов,Председатель совета директоров; член совета директоров,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,1,4,False
NKNC,Марат Инилович Фаляхов,Генеральный директор; член совета директоров,0,0,0,1,0,0,0,0,0,1,3.0,1,0,0,0.0,0,21,15,21,21,1,1,1,1,4,True
NKNC,Марина Владимировна Медведева,Член совета директоров,0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0.0,0,18,18,18,33,1,1,1,1,0,False
NKNC,Олег Иванович Макаров,Член совета директоров,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,22,22,22,22,1,1,1,1,0,False
NKNC,Петр Орлов,Заместитель генерального директора по капитальному строительству,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
NKNC,Сергей Викторович Гринько,Член совета директоров,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,11,11,11,20,1,1,1,1,0,False
NKNC,Сергей Николаевич Лукичев,Член совета директоров,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,21,21,21,40,1,1,1,1,0,False
NLMK,Ben de Vos,Chief Operating Officer / international operations executive,0,0,1,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0,15,15,15,15,1,1,1,1,0,False
NLMK,Dmitry Kholkin,Chief Tech/Sci/R&D Officer; Vice President for business system development / digital transformation,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,7,7,7,13,1,1,1,1,7,False
NLMK,Irene Spitzberg,Chief Tech/Sci/R&D Officer; Vice President for Technology Development,0,0,0,1,0,0,1,0,0,0,0.0,0,1,0,4.0,0,4,4,4,7,1,1,1,1,4,False
NLMK,Joachim Otto Jacob Limberg,Director / Board Member,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,0,6,False
NLMK,Nikolai Alexeevich Gagarin,Director / Board Member,0,0,0,1,0,0,0,0,1,0,0.0,0,1,0,0.0,0,16,16,16,16,1,1,1,1,16,False
NLMK,Nikolay Ivanov,Director of Finance / CFO,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,3,3,3,3,1,1,1,1,3,False
NLMK,Oleg Bagrin,Director / Board Member,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0,22,22,22,22,1,1,1,1,22,False
NLMK,Sergey Karataev,"Chief Executive Officer / President (Chairman of the Management Board), elected on 5 January 2024",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,16,1,1,1,1,1,True
NLMK,Stanislav Shekshnia,Director / Board Member,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,10,10,10,10,1,1,1,0,10,False
NLMK,Thomas Veraszto,Director / Board Member,0,1,0,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0,10,10,10,10,1,1,1,0,10,False
NLMK,Vladimir Lisin,Chairman of the Board of Directors,0,0,0,1,0,0,0,0,0,1,,1,1,0,,1,27,27,27,27,1,1,1,0,27,False
NMTP,Киреев Сергей Георгиевич,Генеральный директор; Председатель Правления,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,15,15,15,29,1,1,1,0,15,True
NMTP,Ларин Вадим Михайлович,Заместитель генерального директора - руководитель коммерческой дирекции (по CSV; внешнее подтверждение слабое),0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
NMTP,Леписткин Владимир Викторович,Заместитель генерального директора по безопасности - начальник управления безопасности,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
NMTP,Шабанов Тимур Кайсерович,Главный инженер (по CSV; в открытых источниках по 2024 году есть конфликт),0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
NVTK,Акимов Андрей Игоревич,"Член Совета директоров ПАО ""НОВАТЭК""; председатель Правления и заместитель председателя Совета директоров Газпромбанка",0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,7,7,7,11,1,1,1,1,2,False
NVTK,Гайда Ирина Вернеровна,"Член Совета директоров ПАО ""НОВАТЭК""; эксперт по энергетике и низкоуглеродному развитию",0,0,1,0,0,1,1,0,0,1,0.0,0,1,0,0.0,0,2,2,2,13,1,1,1,1,2,False
NVTK,Крюков Валерий Анатольевич,"Член Совета директоров ПАО ""НОВАТЭК""; директор, главный научный сотрудник и научный руководитель ИЭОПП СО РАН",0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,4,4,4,6,1,1,1,1,2,False
NVTK,Михельсон Леонид Викторович,"Председатель Правления ПАО ""НОВАТЭК""; член Совета директоров ПАО ""НОВАТЭК"". CSV также указывает роль ""Генеральный директор"".",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,8,8,16,1,1,1,1,8,True
NVTK,Наталенко Александр Егорович,"Председатель Совета директоров ПАО ""НОВАТЭК""",0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,4,4,4,10,1,1,1,0,4,False
NVTK,Нестеренко Виктор Геннадьевич,"Член Совета директоров ПАО ""НОВАТЭК""; президент НОУ ДПО ""Институт ПравоТЭК""",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,2,2,2,42,1,1,1,1,2,False
NVTK,Орел Алексей Владимирович,"Член Совета директоров ПАО ""НОВАТЭК""; советник генерального директора ФГБУ ""ВНИГНИ""",0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,3,3,3,10,1,1,1,1,3,False
NVTK,Феодосьев Лев Владимирович,"Первый заместитель Председателя Правления ПАО ""НОВАТЭК""; член Совета директоров ПАО ""НОВАТЭК""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,12,12,12,26,1,1,1,0,12,False
NVTK,Эммануэль Киде,"Член Совета директоров ПАО ""НОВАТЭК""",0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,4,4,4,47,1,1,1,0,4,False
OGKB,Абдуллин Роман Эдуардович,"Неисполнительный директор по входному CSV; историческое членство в Совете директоров ОГК-2 подтверждено официальными годовыми отчетами 2019-2020, но актуальность именно в составе 2024 года не подтверждена найденным сообщением ГОСА 2024.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,9,9,9,20,1,1,1,1,9,False
OGKB,Бикмурзин Альберт Фяритович,"Неисполнительный директор по входному CSV; включен в список кандидатов в Совет директоров на ГОСА 18.06.2024, но визуализированное сообщение НРД не дает надежного персонального результата избрания.",0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,7,7,7,14,1,1,1,1,7,False
OGKB,Дмитриев Андрей Игоревич,"Неисполнительный директор по входному CSV; историческое членство в Совете директоров ОГК-2 подтверждено годовым отчетом 2019, но в составе кандидатов ГОСА 2024 он не найден.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,21,1,1,1,1,2,False
OGKB,Зайцев Сергей Артурович,Неисполнительный директор по входному CSV; в официальной биографии ОГК-2 за 2020 год указан как заместитель управляющего директора по производству - главный инженер и член Совета директоров.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,13,13,13,13,1,1,1,1,10,False
OGKB,Земляной Евгений Николаевич,Неисполнительный директор по входному CSV; включен в список кандидатов в Совет директоров на ГОСА 18.06.2024.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,4,4,4,14,1,1,1,1,4,False
OGKB,Коробкина Ирина Юрьевна,Неисполнительный директор по входному CSV; включена в список кандидатов в Совет директоров на ГОСА 18.06.2024.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,3,3,3,14,1,1,1,1,3,False
OGKB,Куликов Денис Викторович,"Независимый директор по входному CSV; историческое членство в Совете директоров ОГК-2 подтверждено годовым отчетом 2019, но в составе кандидатов ГОСА 2024 он не найден.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,9,9,9,22,1,1,1,1,9,False
OGKB,Пятницев Валерий Геннадьевич,Независимый директор по входному CSV; включен в список кандидатов в Совет директоров на ГОСА 18.06.2024.,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,12,1,1,1,1,6,False
OGKB,Рогалев Николай Дмитриевич,"Независимый директор по входному CSV; ректор НИУ ""МЭИ"" и член Совета директоров ОГК-2 в профильных источниках.",0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,5,5,5,27,1,1,1,1,5,False
OGKB,Рогов Александр Владимирович,Неисполнительный директор по входному CSV; включен в список кандидатов в Совет директоров на ГОСА 18.06.2024.,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,12,6,12,23,1,1,1,1,6,False
OGKB,Семиколенов Артем Викторович,"Генеральный директор (управляющий директор) по входному CSV; официальные документы ОГК-2 за 2024 год указывают, что полномочия единоличного исполнительного органа переданы управляющей организации, поэтому роль трактуется как операционный руководитель/CEO-equivalent с оговоркой.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,12,8,12,14,1,1,1,1,8,True
OGKB,Шацкий Павел Олегович,Неисполнительный директор по входному CSV; включен в список кандидатов в Совет директоров на ГОСА 18.06.2024.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,10,10,10,30,1,1,1,1,10,False
OKEY,BORIS VOLCHEK / Борис Волчек,Non-executive Director in CSV/current board context; 2024 Board member and major indirect shareholder,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,15,15,15,31,1,1,1,1,15,False
OKEY,DMITRIY KORZHEV / Дмитрий Коржев,Non-executive Director in CSV/current board context; 2024 Board member,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,24,24,24,34,1,1,1,1,6,False
OKEY,DMITRIY TROITSKIY / Дмитрий Троицкий,Non-executive Director in CSV/current board context; 2024 Board member and major indirect shareholder,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,15,15,15,34,1,1,1,1,15,False
OKEY,ILYA ILIN / Илья Ильин,"Non-executive Director in CSV/current board context; in 2024 local report he was an external consultant/member of Board committees, not a Board director",0,0,0,0,1,0,0,0,1,1,0.0,0,0,0,0.0,0,2,2,2,14,1,1,1,1,2,False
OKEY,KONSTANTIN ARABIDIS / Константин Арабидис,Генеральный директор в 2024-контексте O'KEY; independent director of O'KEY Group S.A. from 29 April 2025,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,10,10,10,10,1,1,1,1,8,True
OKEY,Андрей Кришнев / Andrey Krishnev,"CSV lists General Director, but public sources confirm O'KEY LLC CEO appointment only from 25 November 2025; not confirmed as 2024 CEO",0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0,0,24,0,0,0,1,0,False
OZON,Герасимов Игорь Владиславович,Исполнительный директор / Director of Ozon Holdings PLC in the 2024 context; earlier official Ozon filings identify him as Chief Financial Officer and Executive Director.,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,6,6,6,13,1,1,1,1,0,False
OZPH,Анатолий Хавкин,Директор по логистике по CSV и официальной странице менеджмента.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
OZPH,Андрей Горшков,Директор по экспорту и управлению брендовым портфелем; исполнительный директор и член Совета директоров в 2024 году.,0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,19,19,19,19,1,1,1,1,0,False
OZPH,Артем Бездухов,"Директор по персоналу по CSV, официальной странице менеджмента и университетским материалам.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
OZPH,Базов Антон,Директор по информационному обеспечению по CSV и официальной странице менеджмента; локальный годовой отчет 2024 не раскрывает биографию.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
OZPH,Галина Кремер,Директор по финансам; исполнительный директор и член Совета директоров в 2024 году.,0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,20,20,20,20,1,1,1,1,0,False
OZPH,Дилшод Абдурасулов,Директор по проектной деятельности; исполнительный директор и член Совета директоров в 2024 году.,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,28,28,28,28,1,1,1,1,1,False
OZPH,Дмитрий Коваленко,Директор по связям/взаимодействию с инвесторами.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
OZPH,Евгения Тетерина,"Директор по качеству по CSV, официальной странице менеджмента и профильному GxP-источнику.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,False
OZPH,Мария Ульянова,"Директор по развитию по CSV и текущим официальным источникам; членство в Совете директоров в 2024 году конфликтует с локальным годовым отчетом, где в этой роли указана Наталья Титова.",0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,7,7,7,7,1,1,1,1,1,False
OZPH,Наталья Андреева,Независимый директор; член комитета по аудиту и комитета по номинациям и вознаграждениям в 2024 году.,0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,1,1,1,31,1,1,1,1,1,False
OZPH,Олег Эдуардович Минаков,"Генеральный директор ПАО ""Озон Фармацевтика"" с 8 мая 2024 года; исполнительный директор и член Совета директоров в 2024 году.",0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,24,24,24,24,1,1,1,1,2,True
OZPH,Ольга Ларина,Коммерческий директор с сентября 2024 года; исполнительный директор и член Совета директоров в 2024 году.,0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,20,20,20,20,1,1,1,1,0,False
OZPH,Павел Алексенко,"Председатель Совета директоров ПАО ""Озон Фармацевтика"" в 2024 году; бенефициарный владелец группы с долей 40,1% на 31.12.2024.",0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,14,14,14,14,1,1,1,1,14,False
OZPH,Павел Грядунов,Директор по стратегии; исполнительный директор и член Совета директоров в 2024 году.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,23,23,23,23,1,1,1,1,0,False
OZPH,Рустем Терегулов,Независимый директор; председатель комитета по аудиту и член комитета по номинациям и вознаграждениям в 2024 году.,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,1,1,1,27,1,1,1,1,1,False
OZPH,Сергей Тахиев,Независимый директор; председатель комитета по номинациям и вознаграждениям и член комитета по аудиту в 2024 году.,0,0,0,0,1,0,1,0,0,1,0.0,0,0,0,0.0,0,1,1,1,22,1,1,1,1,1,False
PHOR,Абрашитов Андрей Юрьевич,"Директор Кировского филиала АО ""Апатит"".",0,0,0,0,1,0,0,0,0,1,1.0,1,1,1,0.0,0,0,0,0,35,0,0,0,1,0,False
PHOR,Вовк Андрей Михайлович,"Генеральный директор ООО ""ФосАгро-Регион"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,19,0,0,0,1,0,False
PHOR,Гильгенберг Александр Александрович,"2024: генеральный директор АО ""Апатит"". Текущая/послеотчетная роль: генеральный директор ПАО ""ФосАгро"" с июля 2025 года.",0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,0,27,0,0,0,1,0,False
PHOR,Грибков Алексей Борисович,"Директор по Череповецкому комплексу АО ""Апатит"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,32,0,0,0,1,0,False
PHOR,Давыденко Владимир Васильевич,"Директор по техническому развитию, капитальному строительству и ремонтам АО ""Апатит"".",0,0,0,0,1,0,0,0,0,0,0.0,0,1,2,0.0,0,0,0,0,27,0,0,0,1,0,False
PHOR,Иванов Алексей Юрьевич,"2024: директор Волховского филиала АО ""Апатит"". Текущая/послеотчетная роль: директор Балаковского филиала АО ""Апатит"" с марта 2025 года.",0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0,0,4,0,0,0,1,0,False
PHOR,Круговых Юрий Николаевич,"Первый заместитель генерального директора ПАО ""ФосАгро""; заместитель генерального директора по информационной политике АО ""Апатит""; член совета директоров ПАО ""ФосАгро"" в 2024 году.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,3,3,3,35,1,1,1,1,3,False
PHOR,Левин Борис Владимирович,"Директор по научно-технологическим партнерствам ПАО ""ФосАгро""; советник генерального директора АО ""Апатит"".",0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,16,0,0,0,1,0,False
PHOR,Лобанов Сергей Андреевич,"2024: директор Балаковского филиала АО ""Апатит"". Текущая/послеотчетная роль: генеральный директор АО ""НИУИФ"" с 2025 года.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,33,0,0,0,1,0,False
PHOR,Николаев Антон Анатольевич,"2024: до назначения в Волховский филиал был главным инженером Череповецкого комплекса АО ""Апатит""; текущая/послеотчетная роль: директор Волховского филиала АО ""Апатит"" с марта 2025 года.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,5,0,0,0,0,0,False
PHOR,Новиков Денис Федорович,"2024: заместитель генерального директора по информационным технологиям. Текущая/послеотчетная роль: генеральный директор АО ""Апатит"" с сентября 2025 года.",0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,15,15,15,15,1,1,1,0,15,False
PHOR,Пронин Сергей Александрович,"2024: коммерческий директор ПАО ""ФосАгро""; текущая/послеотчетная роль: первый заместитель генерального директора ПАО ""ФосАгро"" с марта 2026 года.",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,2,2,2,29,1,1,1,1,2,False
PHOR,Рыбников Михаил Константинович,"Генеральный директор ПАО ""ФосАгро"" в контексте 2024 года; председатель правления и член совета директоров ПАО ""ФосАгро"".",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,21,21,21,34,1,1,1,1,21,True
PHOR,Селезнев Александр Евгеньевич,"Руководитель аппарата генерального директора ПАО ""ФосАгро""; член совета директоров ПАО ""ФосАгро"" в 2024 году.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,10,10,10,22,1,1,1,0,10,False
PHOR,Сиротенко Алексей Александрович,"Член правления; заместитель генерального директора ПАО ""ФосАгро"" по корпоративным и правовым вопросам; директор по правовым вопросам АО ""Апатит"".",0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,0,27,0,0,0,1,0,False
PHOR,Стеркин Михаил Владимирович,"Заместитель генерального директора ПАО ""ФосАгро"" по маркетингу.",0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,9,0,0,0,1,0,False
PHOR,Федоров Валерий Иванович,"Заместитель генерального директора ПАО ""ФосАгро""; советник генерального директора АО ""Апатит"".",0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,0,31,0,0,0,0,0,False
PHOR,Шарабайко Александр Федорович,"Заместитель генерального директора по финансам и международным проектам ПАО ""ФосАгро""; заместитель председателя совета директоров ПАО ""ФосАгро"" в 2024 году.",0,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0.0,0,17,17,17,40,1,1,1,1,17,False
PIKK,Алексей Александрович Карпенко,Роль из CSV: член совета директоров. По найденным источникам относится к прежнему составу совета; после 25.04.2024 в новом совете не подтвержден.,0,0,0,0,1,1,0,0,1,1,0.0,0,0,0,0.0,0,8,8,8,32,1,1,1,1,8,False
PIKK,Алексей Бланин,Роль из CSV: независимый член совета директоров. По найденным источникам относится к прежнему составу совета; после 25.04.2024 в новом совете не подтвержден.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,1,0,False
PIKK,Владимир Валерьевич Заболотский,"Член совета директоров и председатель комитета по аудиту ПАО ""ПИК СЗ""; в CSV имя записано как ""Владимир Заболоцкий"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,False
PIKK,Грегор Уильям Моват,Роль из CSV: независимый член совета директоров. По найденным источникам относится к прежнему составу совета; после 25.04.2024 в новом совете не подтвержден.,0,1,0,0,0,0,1,0,0,1,0.0,0,0,0,0.0,0,0,0,0,18,1,1,1,1,0,False
PIKK,Джулиан Майкл Симмондс,Роль из CSV: независимый член совета директоров. По найденным источникам относится к прежнему составу совета; после 25.04.2024 в новом совете не подтвержден.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,24,24,24,54,1,1,1,1,24,False
PIKK,Дмитрий Тимофеев,Роль из CSV: член совета директоров; вице-президент по работе с органами государственной власти и корпоративным отношениям. По найденным источникам членство в новом совете после 25.04.2024 не подтверждено.,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,0,23,0,0,0,1,0,False
PIKK,Ерванд Оникович Карапетян,"Генеральный директор ПАО ""ПИК СЗ"" в контексте 2024 года; член нового совета директоров после смены состава 25.04.2024.",0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0,15,0,0,0,1,0,True
PIKK,Зумруд Хандадашевна Рустамова,Роль из CSV: независимый член совета директоров. По найденным источникам относится к прежнему составу совета; после 25.04.2024 в новом совете не подтверждена.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,53,1,1,1,1,0,False
PIKK,Иван Николаевич Поландов,"Бывший генеральный директор ПАО ""ПИК СЗ"" в 2024 году; CSV указывает его генеральным директором, но на дату годового отчета 2024 CEO подтвержден как Ерванд Карапетян.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,9,9,9,12,1,1,1,1,9,False
PIKK,Илья Владиславович Юферев,"Член совета директоров и член комитета по аудиту ПАО ""ПИК СЗ""; CSV также указывает роль председателя наблюдательного совета.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,9,0,0,0,1,0,False
PIKK,Илья Михайлович Баландин,Роль из CSV: член совета директоров; директор департамента венчурных инвестиций. По найденным источникам относится к прежнему составу совета; сохранение в новом совете после 25.04.2024 не подтверждено.,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,16,1,1,1,1,0,False
