ticker,name,kind,episode,organization,start_original,end_original,start_used,end_used,years,note,is_current_company
MRKV,Alexander Ilyich Gavrilov / Гаврилов Александр Ильич,professional,0,"ПАО ""Кубаньэнерго""",2013,2019,2013,2019,7,,0
MRKV,Alexander Ilyich Gavrilov / Гаврилов Александр Ильич,professional,1,"ПАО ""Кубаньэнерго""",2019,2021,2019,2021,3,,0
MRKV,Alexander Ilyich Gavrilov / Гаврилов Александр Ильич,professional,2,"ПАО ""Россети Волга""",2023,,2023,2024,2,end_at_collection_year,1
MRKV,Alexander Ilyich Gavrilov / Гаврилов Александр Ильич,research,0,,,,,,0,missing_dates_excluded,
MRKV,Alexander Ilyich Gavrilov / Гаврилов Александр Ильич,research,1,,,,,,0,missing_dates_excluded,
MRKV,Irina Yurievna Puchkova / Пучкова Ирина Юрьевна,professional,0,"ПАО ""МРСК Волги"" / ПАО ""Россети Волга""",2011,2023,2011,2023,13,,1
MRKV,Irina Yurievna Puchkova / Пучкова Ирина Юрьевна,professional,1,"Филиал ""Саратовские распределительные сети""",2014,,2014,2024,11,end_at_collection_year,0
MRKV,Oleg Grigoryevich Pavlov / Павлов Олег Григорьевич,professional,0,"ОАО ""МРСК Волги"" / ПАО ""Россети Волга""",2014,2022,2014,2022,9,,1
MRKV,Dmitriy Lvovich Zaretsky / Зарецкий Дмитрий Львович,professional,0,"ОАО ""МРСК Волги""",2012,2014,2012,2014,3,,1
MRKV,Dmitriy Lvovich Zaretsky / Зарецкий Дмитрий Львович,professional,1,"ПАО ""МРСК Волги"" / ПАО ""Россети Волга""",2015,2023,2015,2023,9,,1
MRKV,Yulia Gennadyevna Burtseva / Бурцева Юлия Геннадьевна,professional,0,"ПАО ""МРСК Волги"" / ПАО ""Россети Волга""",,,,,0,missing_dates_excluded,1
MRKV,Aleksander V. Shevchuk / Шевчук Александр Викторович,professional,0,Ассоциация профессиональных инвесторов,2014,,2014,2022,9,end_from_next_start,0
MRKV,Aleksander V. Shevchuk / Шевчук Александр Викторович,professional,1,"ПАО ""Россети Волга""",2022,,2022,2024,3,end_at_collection_year,1
MRKV,Maria Tikhonova / Тихонова Мария Геннадьевна,professional,0,"ОАО ""Нижновэнерго""",2003,2005,2003,2005,3,,0
MRKV,Maria Tikhonova / Тихонова Мария Геннадьевна,professional,1,Федеральное агентство по энергетике,2005,2008,2005,2008,4,,0
MRKV,Maria Tikhonova / Тихонова Мария Геннадьевна,professional,2,Министерство энергетики Российской Федерации,2008,2012,2008,2012,5,,0
MRKV,Maria Tikhonova / Тихонова Мария Геннадьевна,professional,3,"ПАО ""ФСК ЕЭС""",2013,2020,2013,2020,8,,0
MRKV,Maria Tikhonova / Тихонова Мария Геннадьевна,professional,4,"ПАО ""Россети"" / ПАО ""ФСК - Россети""",2013,,2013,2021,9,end_from_next_start,0
MRKV,Maria Tikhonova / Тихонова Мария Геннадьевна,professional,5,"ПАО ""Россети Волга""",2021,,2021,2024,4,end_at_collection_year,1
MRKV,Konstantin Valeryevich Kravchenko / Кравченко Константин Валерьевич,professional,0,"ПАО ""Россети Волга""",,,,,0,missing_dates_excluded,1
MRKV,Alexander Ivanovich Kazakov / Казаков Александр Иванович,professional,0,"ПАО ""Россети Центр""",2018,2020,2018,2020,3,,0
MRKV,Alexander Ivanovich Kazakov / Казаков Александр Иванович,professional,1,"ПАО ""Россети Центр и Приволжье""",2018,2020,2018,2020,3,,0
MRKV,Alexander Ivanovich Kazakov / Казаков Александр Иванович,professional,2,"ПАО ""Россети Волга""",2022,,2022,2024,3,end_at_collection_year,1
MRKV,Alexander Ivanovich Kazakov / Казаков Александр Иванович,research,0,,,,,,0,missing_dates_excluded,
MRKV,Alexander Golovtsov / Головцов Александр Викторович,professional,0,"ПАО ""Россети Волга""",2016,2020,2016,2020,5,,1
MRKV,Alexander Golovtsov / Головцов Александр Викторович,professional,1,"ООО ""Управляющая компания Промсвязь""",,,,,0,missing_dates_excluded,0
MRKV,Andrey P. Tulba / Тулба Андрей Петрович,professional,0,"ПАО ""Россети""",,,,,0,missing_dates_excluded,0
MRKV,Andrey P. Tulba / Тулба Андрей Петрович,professional,1,"ПАО ""Россети Волга""",2019,2022,2019,2022,4,,1
MRKV,Yuri Goncharov / Гончаров Юрий Владимирович,professional,0,"ПАО ""Российские сети""",2018,2023,2018,2023,6,,0
MRKV,Yuri Goncharov / Гончаров Юрий Владимирович,professional,1,"ПАО ""ФСК - Россети""",2023,,2023,2024,2,end_at_collection_year,0
MRKV,Yuri Goncharov / Гончаров Юрий Владимирович,professional,2,"ПАО ""Россети Волга""",2021,,2021,2023,3,end_from_next_start,1
MRKV,Aleksey Molskiy / Мольский Алексей Валерьевич,professional,0,"ПАО ""ФСК ЕЭС""",2019,2020,2019,2020,2,,0
MRKV,Aleksey Molskiy / Мольский Алексей Валерьевич,professional,1,"ПАО ""ФСК ЕЭС"" / ПАО ""Российские сети""",2020,2023,2020,2023,4,,0
MRKV,Aleksey Molskiy / Мольский Алексей Валерьевич,professional,2,"ПАО ""ФСК - Россети"" / ПАО ""Россети""",2022,,2022,2023,2,end_from_next_start,0
MRKV,Aleksey Molskiy / Мольский Алексей Валерьевич,professional,3,"ПАО ""Россети Волга""",2023,,2023,2024,2,end_at_collection_year,1
MRKV,Leonid Yuryevich Akimov / Акимов Леонид Юрьевич,professional,0,"ПАО ""Россети Ленэнерго""",,,,,0,missing_dates_excluded,0
MRKV,Leonid Yuryevich Akimov / Акимов Леонид Юрьевич,professional,1,"ПАО ""Россети Волга""",2016,,2016,2024,9,end_at_collection_year,1
MRKV,Leonid Yuryevich Akimov / Акимов Леонид Юрьевич,research,0,,,,,,0,missing_dates_excluded,
MRKZ,Вячеслав Юрьевич Торсунов,professional,0,Правительство Российской Федерации,2012,2020,2012,2020,9,,0
MRKZ,Вячеслав Юрьевич Торсунов,professional,1,Фонд капитального ремонта многоквартирных домов города Москвы,2020,2021,2020,2021,2,,0
MRKZ,Вячеслав Юрьевич Торсунов,professional,2,Департамент жилищно-коммунального хозяйства города Москвы,2021,2024,2021,2024,4,,0
MRKZ,Вячеслав Юрьевич Торсунов,professional,3,"ПАО ""Россети Северо-Запад""",2024,,2024,2024,1,end_at_collection_year,1
MRKZ,Вячеслав Юрьевич Торсунов,professional,4,"ПАО ""Россети Московский регион"", АО ""Мосводоканал"", АО ""Москоллектор"", АО ""Мосэнергосбыт"", ПАО ""Мосэнерго"" и другие организации ЖКХ Москвы",2021,,2021,2024,4,end_at_collection_year,0
MRKZ,Алексей Александрович Полинов,professional,0,"ПАО ""Россети Ленэнерго""",2019,2022,2019,2022,4,,0
MRKZ,Алексей Александрович Полинов,professional,1,"ПАО ""Россети Ленэнерго""",2022,,2022,2024,3,end_at_collection_year,0
MRKZ,Алексей Александрович Полинов,professional,2,"ПАО ""Российские сети"" / ПАО ""ФСК - Россети""",2021,,2021,2022,2,end_from_next_start,0
MRKZ,Артем Геннадьевич Алешин,professional,0,"ПАО ""Россети Центр""",2019,2023,2019,2023,5,,0
MRKZ,Артем Геннадьевич Алешин,professional,1,"ПАО ""Россети Центр""",2023,2024,2023,2024,2,,0
MRKZ,Артем Геннадьевич Алешин,professional,2,"ПАО ""ФСК - Россети""",2023,,2023,2024,2,end_at_collection_year,0
MRKZ,Василий Васильевич Вычегжанин,professional,0,"ПАО ""МОЭСК""",2017,2021,2017,2021,5,,0
MRKZ,Василий Васильевич Вычегжанин,professional,1,"ПАО ""Россети Московский регион""",2021,2023,2021,2023,3,,0
MRKZ,Василий Васильевич Вычегжанин,professional,2,"ПАО ""ФСК - Россети""",2023,,2023,2024,2,end_at_collection_year,0
MRKZ,Александр Юрьевич Корнеев,professional,0,"ПАО ""Российские сети""",2019,2020,2019,2020,2,,0
MRKZ,Александр Юрьевич Корнеев,professional,1,"ПАО ""ФСК - Россети""",2020,,2020,2021,2,end_from_next_start,0
MRKZ,Александр Юрьевич Корнеев,professional,2,"ПАО ""ФСК ЕЭС""",2021,2022,2021,2022,2,,0
MRKZ,Андрей Владимирович Морозов,professional,0,Ассоциация профессиональных инвесторов,2017,,2017,2019,3,end_from_next_start,0
MRKZ,Андрей Владимирович Морозов,professional,1,"ПАО ""Россети Северо-Запад""",2019,,2019,2024,6,end_at_collection_year,1
MRKZ,Сергей Сергеевич Пикин,professional,0,"ООО ""НТЦ Энергофонд""",2009,,2009,2017,9,end_from_next_start,0
MRKZ,Сергей Сергеевич Пикин,professional,1,"ПАО ""Россети Ленэнерго""",2017,,2017,2024,8,end_at_collection_year,0
MRKZ,Сергей Сергеевич Пикин,professional,2,"ПАО ""Россети Центр""",2024,,2024,2024,1,end_at_collection_year,0
MRKZ,Мария Геннадьевна Тихонова,professional,0,"ПАО ""ФСК ЕЭС""",2013,2020,2013,2020,8,,0
MRKZ,Мария Геннадьевна Тихонова,professional,1,"ПАО ""Российские сети""",2020,2023,2020,2023,4,,0
MRKZ,Мария Геннадьевна Тихонова,professional,2,"ПАО ""ФСК - Россети""",2020,,2020,2024,5,end_at_collection_year,0
MRKZ,Олег Романович Федоров,professional,0,СРО Национальная ассоциация корпоративных директоров,2023,,2023,2024,2,end_at_collection_year,0
MRKZ,Олег Романович Федоров,professional,1,"НП ""Российский институт директоров""",2015,,2015,2023,9,end_from_next_start,0
MRKZ,Олег Романович Федоров,professional,2,"ПАО ""Россети Центр и Приволжье""",2023,,2023,2024,2,end_at_collection_year,0
MRKZ,Владимир Вячеславович Харитонов,professional,0,"АО ""ФИЦ"" и АО ""НИЦ ЕЭС""",2018,2021,2018,2021,4,,0
MRKZ,Владимир Вячеславович Харитонов,professional,1,"АО ""НТЦ ФСК ЕЭС""",2021,2022,2021,2022,2,,0
MRKZ,Владимир Вячеславович Харитонов,professional,2,"ПАО ""Российские сети""",2022,2023,2022,2023,2,,0
MRKZ,Владимир Вячеславович Харитонов,professional,3,"ПАО ""ФСК - Россети""",2022,,2022,2024,3,end_at_collection_year,0
MRKZ,Владимир Вячеславович Харитонов,professional,4,"Ассоциация ""Российский национальный комитет СИГРЭ""",2021,,2021,2022,2,end_from_next_start,0
MRKZ,Александр Викторович Шевчук,professional,0,Ассоциация профессиональных инвесторов,2014,,2014,2024,11,end_at_collection_year,0
MRKZ,Александр Викторович Шевчук,professional,1,"ПАО ""Россети Урал"", ПАО ""Россети Волга"", ПАО ""Россети Центр"" и другие компании",2014,,2014,2024,11,end_at_collection_year,0
MRKZ,Денис Владимирович Ягодка,professional,0,"ПАО ""Россети Северо-Запад""",2017,,2017,2018,2,end_from_next_start,1
MRKZ,Денис Владимирович Ягодка,professional,1,"ПАО ""Россети Северо-Запад""",2018,,2018,2021,4,end_from_next_start,1
MRKZ,Денис Владимирович Ягодка,professional,2,"АО ""Россети Янтарь""",2021,2024,2021,2024,4,,0
MRKZ,Денис Владимирович Ягодка,professional,3,"ПАО ""Россети Северо-Запад""",2024,2024,2024,2024,1,,1
MRKZ,Светлана Валерьевна Филатова,professional,0,"ПАО ""Россети Северо-Запад""",2019,,2019,2021,3,end_from_next_start,1
MRKZ,Светлана Валерьевна Филатова,professional,1,"ПАО ""Россети Северо-Запад""",2019,,2019,2021,3,end_from_next_start,1
MRKZ,Светлана Валерьевна Филатова,professional,2,"АО ""Псковэнергоагент""",2019,,2019,2021,3,end_from_next_start,0
MRKZ,Светлана Валерьевна Филатова,professional,3,"АО ""Янтарьэнергосбыт""",2021,,2021,2024,4,end_at_collection_year,0
MRKZ,Карина Андреевна Аганова,professional,0,"ПАО ""МРСК Северо-Запада""",2018,2020,2018,2020,3,,1
MRKZ,Карина Андреевна Аганова,professional,1,"ПАО ""МРСК Северо-Запада""",2020,2021,2020,2021,2,,1
MRKZ,Карина Андреевна Аганова,professional,2,"ПАО ""Россети Северо-Запад""",2021,,2021,2024,4,end_at_collection_year,1
MRKZ,Карина Андреевна Аганова,professional,3,"ПАО ""Россети Северо-Запад""",2021,,2021,2024,4,end_at_collection_year,1
MRKZ,Анна Владимировна Изотова,professional,0,"ООО ""РУСЭНЕРГОСБЫТ""",2015,2021,2015,2021,7,,0
MRKZ,Анна Владимировна Изотова,professional,1,"ПАО ""МРСК Северо-Запада""",2021,2021,2021,2021,1,,1
MRKZ,Анна Владимировна Изотова,professional,2,"ПАО ""Россети Северо-Запад""",2021,,2021,2022,2,end_from_next_start,1
MRKZ,Анна Владимировна Изотова,professional,3,"ПАО ""Россети Северо-Запад""",2021,,2021,2022,2,end_from_next_start,1
MRKZ,Анна Владимировна Изотова,professional,4,"АО ""Янтарьэнергосбыт""",2022,2024,2022,2024,3,,0
MRKZ,Сергей Владимирович Климов,professional,0,"ПАО ""МРСК Северо-Запада""",2020,2021,2020,2021,2,,1
MRKZ,Сергей Владимирович Климов,professional,1,"ПАО ""Россети Северо-Запад""",2021,2021,2021,2021,1,,1
MRKZ,Сергей Владимирович Климов,professional,2,"ПАО ""Россети Северо-Запад""",2021,,2021,2022,2,end_from_next_start,1
MRKZ,Сергей Владимирович Климов,professional,3,"ПАО ""Россети Северо-Запад""",2022,,2022,2024,3,end_at_collection_year,1
MRKZ,Сергей Владимирович Климов,professional,4,"АО ""Энергосервис Северо-Запада"", АО ""Янтарьэнергосервис"", АО ""ПСК""",2022,,2022,2024,3,end_at_collection_year,0
MSNG,Александр Александрович Бутко,professional,0,"ООО ""Межрегионэнергострой""",2007,2015,2007,2015,9,,0
MSNG,Александр Александрович Бутко,professional,1,"ПАО ""Мосэнерго""",2015,,2015,2016,2,end_from_next_start,1
MSNG,Александр Александрович Бутко,professional,2,"ПАО ""Мосэнерго""",2016,,2016,2024,9,end_at_collection_year,1
MSNG,Денис Сергеевич Ворончихин,professional,0,"ОАО ""Третья генерирующая компания оптового рынка электроэнергии"" (ОГК-3)",,,,,0,missing_dates_excluded,0
MSNG,Денис Сергеевич Ворончихин,professional,1,"ПАО ""Мосэнерго""",,,,,0,missing_dates_excluded,1
MSNG,Александр Алексеевич Афанасьев,professional,0,"ПАО ""Мосэнерго""",2019,,2019,2024,6,end_at_collection_year,1
MSNG,Елена Юрьевна Новенькова,professional,0,"ПАО ""Мосэнерго""",,,,,0,missing_dates_excluded,1
MSNG,Анна Александровна Ефимова,professional,0,"ПАО ""Мосэнерго""",2000,,2000,2024,25,end_at_collection_year,1
MSNG,Анна Александровна Ефимова,professional,1,Московский государственный юридический университет имени О.Е. Кутафина (МГЮА),,,,,0,missing_dates_excluded,0
MSNG,Денис Владимирович Федоров,professional,0,"ПАО ""Газпром""",2015,,2015,2024,10,end_at_collection_year,0
MSNG,Денис Владимирович Федоров,professional,1,"ООО ""Газпром энергохолдинг""",2015,,2015,2024,10,end_at_collection_year,0
MSNG,Денис Владимирович Федоров,professional,2,"ПАО ""Мосэнерго""",2010,,2010,2015,6,end_from_next_start,1
MSNG,Денис Владимирович Федоров,research,0,,,,,,0,missing_dates_excluded,
MSNG,Елена Владимировна Михайлова,professional,0,"ПАО ""Газпром""",,,,,0,missing_dates_excluded,0
MSNG,Елена Владимировна Михайлова,professional,1,"ПАО ""Мосэнерго""",2019,,2019,2024,6,end_at_collection_year,1
MSNG,Иванников Александр Сергеевич,professional,0,"ОАО ""Промышленно-строительный банк""",1994,1997,1994,1997,4,,0
MSNG,Иванников Александр Сергеевич,professional,1,"Комитет по экономическому развитию, промышленной политике и торговле Санкт-Петербурга",2001,2006,2001,2006,6,,0
MSNG,Иванников Александр Сергеевич,professional,2,"ПАО ""ТГК-1""",2006,2007,2006,2007,2,,0
MSNG,Иванников Александр Сергеевич,professional,3,"ПАО ""Мосэнерго""",2007,2010,2007,2010,4,,1
MSNG,Иванников Александр Сергеевич,professional,4,"ПАО ""Газпром""",2010,,2010,2016,7,end_from_next_start,0
MSNG,Иванников Александр Сергеевич,professional,5,"ПАО ""Мосэнерго""",2016,,2016,2024,9,end_at_collection_year,1
MSNG,Иванников Александр Сергеевич,research,0,,,,,,0,missing_dates_excluded,
MSNG,Маркелов Виталий Анатольевич,professional,0,"ООО ""Волгатрансгаз""",1997,2000,1997,2000,4,,0
MSNG,Маркелов Виталий Анатольевич,professional,1,"ООО ""Газпром трансгаз Томск""",2003,2011,2003,2011,9,,0
MSNG,Маркелов Виталий Анатольевич,professional,2,"ООО ""Дальтрансгаз""",2008,2011,2008,2011,4,,0
MSNG,Маркелов Виталий Анатольевич,professional,3,"ООО ""Газпром инвест Восток""",2011,,2011,2019,9,end_from_next_start,0
MSNG,Маркелов Виталий Анатольевич,professional,4,"ПАО ""Газпром""",2011,,2011,2019,9,end_from_next_start,0
MSNG,Маркелов Виталий Анатольевич,professional,5,"ПАО ""Мосэнерго""",2019,,2019,2024,6,end_at_collection_year,1
MSNG,Маркелов Виталий Анатольевич,research,0,,,,,,0,missing_dates_excluded,
MSNG,Комиссаров Константин Васильевич,professional,0,"АО ""ИК РЕГИОН""",,,,,0,missing_dates_excluded,0
MSNG,Комиссаров Константин Васильевич,professional,1,"ПАО ""Мосэнерго""",,,,,0,missing_dates_excluded,1
MSNG,Сухов Геннадий Николаевич,professional,0,"ПАО ""Газпром""",,,,,0,missing_dates_excluded,0
MSNG,Сухов Геннадий Николаевич,professional,1,"ПАО ""Мосэнерго""",,,,,0,missing_dates_excluded,1
MSNG,Табельский Андрей Николаевич,professional,0,Департамент городского имущества города Москвы,2007,2021,2007,2021,15,,0
MSNG,Табельский Андрей Николаевич,professional,1,"ПАО ""Мосэнерго""",,,,,0,missing_dates_excluded,1
MSNG,Хорев Андрей Викторович,professional,0,Банк ГПБ (АО),,,,,0,missing_dates_excluded,0
MSNG,Хорев Андрей Викторович,professional,1,"ПАО ""Мосэнерго""",,,,,0,missing_dates_excluded,1
MSNG,Шацкий Павел Олегович,professional,0,"ООО ""Газпром энергохолдинг""",2015,,2015,2024,10,end_at_collection_year,0
MSNG,Шацкий Павел Олегович,professional,1,"ПАО ""Мосэнерго""",2014,,2014,2015,2,end_from_next_start,1
MSRS,Александр Михайлович Пятигор,professional,0,"ПАО ""Россети""",2018,2020,2018,2020,3,,0
MSRS,Александр Михайлович Пятигор,professional,1,"ПАО ""Россети Ленэнерго""",2020,2020,2020,2020,1,,0
MSRS,Александр Михайлович Пятигор,professional,2,"ПАО ""Россети Урал""",2022,2024,2022,2024,3,,0
MSRS,Александр Михайлович Пятигор,professional,3,"ПАО ""Россети Московский регион""",2024,,2024,2024,1,end_at_collection_year,1
MSRS,Петр Алексеевич Синютин,professional,0,"ОАО ""Мосэнергосбыт""",2010,2012,2010,2012,3,,0
MSRS,Петр Алексеевич Синютин,professional,1,"ОАО/ПАО ""МОЭСК"" / ПАО ""Россети Московский регион""",2012,2024,2012,2024,13,,1
MSRS,Владимир Юрьевич Мясников,professional,0,"ОАО/АО ""Концерн Росэнергоатом""",2004,2016,2004,2016,13,,0
MSRS,Владимир Юрьевич Мясников,professional,1,"ПАО ""Россети Московский регион""",2017,,2017,2024,8,end_at_collection_year,1
MSRS,Всеволод Евгеньевич Иванов,professional,0,"ПАО ""МОЭСК""",1997,2013,1997,2013,17,,1
MSRS,Всеволод Евгеньевич Иванов,professional,1,"ПАО ""МОЭСК""",2015,2018,2015,2018,4,,1
MSRS,Всеволод Евгеньевич Иванов,professional,2,"ПАО ""МОЭСК"", филиал ""Московские высоковольтные сети""",2018,,2018,2024,7,end_at_collection_year,0
MSRS,Ирина Алёхина,professional,0,"ПАО ""Россети Московский регион"" / ПАО ""МОЭСК""",,,,,0,missing_dates_excluded,1
MSRS,Лилия Ивановна Шелест,professional,0,"ОАО ""Южная генерирующая компания"" (ТГК-8)",2006,2006,2006,2006,1,,0
MSRS,Лилия Ивановна Шелест,professional,1,"ОАО ""Мосэнергосбыт""",2007,2012,2007,2012,6,,0
MSRS,Лилия Ивановна Шелест,professional,2,"ПАО ""Россети Московский регион"" / ПАО ""МОЭСК""",2012,,2012,2024,13,end_at_collection_year,1
MSRS,Анатолий Анатольевич Гавриленко,professional,0,"ЗАО ""Лидер""",2004,,2004,2005,2,end_from_next_start,0
MSRS,Анатолий Анатольевич Гавриленко,professional,1,"ПАО ""Россети Московский регион""",2005,,2005,2024,20,end_at_collection_year,1
MSRS,Алексей Викторович Нуждов,professional,0,"ЗАО ""Лидер""",2008,2018,2008,2018,11,,0
MSRS,Алексей Викторович Нуждов,professional,1,"АО ""НПФ ГАЗФОНД""",2018,,2018,2024,7,end_at_collection_year,0
MSRS,Алексей Викторович Нуждов,professional,2,"ПАО ""Россети Московский регион""",2010,,2010,2018,9,end_from_next_start,1
MSRS,Сергей Александрович Никитин,professional,0,"ЗАО ""Лидер""",,,,,0,missing_dates_excluded,0
MSRS,Сергей Александрович Никитин,professional,1,"ПАО ""Россети Московский регион""",2013,,2013,2024,12,end_at_collection_year,1
MSRS,Сергей Валентинович Грищенко,professional,0,Внешторгбанк РФ,1993,1994,1993,1994,2,,0
MSRS,Сергей Валентинович Грищенко,professional,1,KPMG Peat Marwick,1994,1995,1994,1995,2,,0
MSRS,Сергей Валентинович Грищенко,professional,2,Skadden Arps Slate Meagher & Flom,1995,1996,1995,1996,2,,0
MSRS,Сергей Валентинович Грищенко,professional,3,Тройка Диалог,1996,,1996,2012,17,end_from_next_start,0
MSRS,Сергей Валентинович Грищенко,professional,4,"""Базовый Элемент""",,,,,0,missing_dates_excluded,0
MSRS,Сергей Валентинович Грищенко,professional,5,Банк ГПБ (АО) / Газпромбанк,,,,,0,missing_dates_excluded,0
MSRS,Сергей Валентинович Грищенко,professional,6,"ПАО ""МОЭСК"" / Rosseti Moscow Region",2012,2017,2012,2017,6,,0
MSRS,Евгений Ильич Логовинский,professional,0,PricewaterhouseCoopers (PwC),1995,2004,1995,2004,10,,0
MSRS,Евгений Ильич Логовинский,professional,1,"УК ""Лидер""",2004,2006,2004,2006,3,,0
MSRS,Евгений Ильич Логовинский,professional,2,"АО ""СОГАЗ""",2006,2010,2006,2010,5,,0
MSRS,Евгений Ильич Логовинский,professional,3,"АО ""Собинбанк""",2010,2011,2010,2011,2,,0
MSRS,Евгений Ильич Логовинский,professional,4,"ГК ""Видео Интернешнл""",2011,2012,2011,2012,2,,0
MSRS,Евгений Ильич Логовинский,professional,5,"ОАО ""АБ ""Россия""""",2012,2015,2012,2015,4,,0
MSRS,Евгений Ильич Логовинский,professional,6,"АО ""АБР Менеджмент""",2015,,2015,2016,2,end_from_next_start,0
MSRS,Евгений Ильич Логовинский,professional,7,Банк СГБ,2015,,2015,2016,2,end_from_next_start,0
MSRS,Евгений Ильич Логовинский,professional,8,"АО ""НПФ ГАЗФОНД""",2015,,2015,2016,2,end_from_next_start,0
MSRS,Евгений Ильич Логовинский,professional,9,"ПАО ""Россети Московский регион""",2016,,2016,2024,9,end_at_collection_year,1
MSRS,Ольга Андреевна Сергеева,professional,0,Департамент топливно-энергетического хозяйства города Москвы / Департамент ЖКХ города Москвы,2016,2017,2016,2017,2,,0
MSRS,Ольга Андреевна Сергеева,professional,1,"ПАО ""Россети""",2017,2019,2017,2019,3,,0
MSRS,Ольга Андреевна Сергеева,professional,2,"ПАО ""МОЭСК"" / Rosseti Moscow Region",2018,2019,2018,2019,2,,0
MSRS,Гасан Гизбуллагович Гасангаджиев,professional,0,Департамент топливно-энергетического хозяйства города Москвы,,,,,0,missing_dates_excluded,0
MSRS,Гасан Гизбуллагович Гасангаджиев,professional,1,"АО ""МОСГАЗ""",2009,2017,2009,2017,9,,0
MSRS,Гасан Гизбуллагович Гасангаджиев,professional,2,"ПАО ""МОЭСК"" / Rosseti Moscow Region",2018,2019,2018,2019,2,,0
MSRS,Юрий Владимирович Гончаров,professional,0,"ПАО ""Россети""",2013,,2013,2018,6,end_from_next_start,0
MSRS,Юрий Владимирович Гончаров,professional,1,"ПАО ""МОЭСК"" / Rosseti Moscow Region",2018,2019,2018,2019,2,,0
MSRS,Лариса Анатольевна Романовская,professional,0,"ООО ""Свой Хлеб""",2011,2014,2011,2014,4,,0
MSRS,Лариса Анатольевна Романовская,professional,1,"ООО ""Энсол""",2014,2017,2014,2017,4,,0
MSRS,Лариса Анатольевна Романовская,professional,2,"ПАО ""Россети""",2017,2019,2017,2019,3,,0
MSRS,Лариса Анатольевна Романовская,professional,3,"ПАО ""МОЭСК"" / Rosseti Moscow Region",2018,2019,2018,2019,2,,0
MTLR,Коржов Олег Викторович,professional,0,"ПАО ""Мечел""",2014,2025,2014,2024,11,end_capped_at_collection_year,1
MTLR,Коржов Олег Викторович,professional,1,"ОАО ""Мечел""",2011,2013,2011,2013,3,,1
MTLR,Коржов Олег Викторович,professional,2,"ОАО ""Мечел""",2009,2011,2009,2011,3,,1
MTLR,Коржов Олег Викторович,professional,3,"ООО ""УК ""Мечел""",2008,2009,2008,2009,2,,0
MTLR,Коржов Олег Викторович,professional,4,"ОАО ""Мечел""",2005,2008,2005,2008,4,,1
MTLR,Коржов Олег Викторович,professional,5,"ОАО ""Нижнетагильский металлургический комбинат"" (НТМК, группа ""Евразхолдинг"")",2003,2005,2003,2005,3,,0
MTLR,Коржов Олег Викторович,professional,6,"ОАО ""Нижнетагильский металлургический комбинат"" (НТМК)",1998,2003,1998,2003,6,,0
MTLR,Коржов Олег Викторович,professional,7,"ОАО ""Никомремстрой"" (дочернее предприятие НТМК)",1997,1998,1997,1998,2,,0
MTLR,Коржов Олег Викторович,professional,8,"ОАО ""Никомремстрой"" (дочернее предприятие НТМК)",1995,1997,1995,1997,3,,0
MTLR,Коржов Олег Викторович,professional,9,"ОАО ""Нижнетагильский металлургический комбинат"" (НТМК)",1993,1995,1993,1995,3,,0
MTLR,Хафизов Игорь Валерьевич,professional,0,"ПАО ""Мечел""",2025,,2025,2024,0,after_collection_year_excluded,1
MTLR,Хафизов Игорь Валерьевич,professional,1,"ПАО ""Мечел""",2025,2025,2025,2024,0,after_collection_year_excluded,1
MTLR,Хафизов Игорь Валерьевич,professional,2,"ООО ""Северная звезда""",2022,2023,2022,2023,2,,0
MTLR,Хафизов Игорь Валерьевич,professional,3,"ООО ""УК Мечел-Майнинг""",2019,2021,2019,2021,3,,0
MTLR,Хафизов Игорь Валерьевич,professional,4,"ООО ""УК Мечел-Майнинг""",2017,2018,2017,2018,2,,0
MTLR,Хафизов Игорь Валерьевич,professional,5,"АО ХК ""Якутуголь""",2009,2017,2009,2017,9,,0
MTLR,Хафизов Игорь Валерьевич,professional,6,"ОАО ""Мечел-Майнинг""",2008,2009,2008,2009,2,,0
MTLR,Хафизов Игорь Валерьевич,professional,7,"ОАО ""Южный Кузбасс""",2006,2007,2006,2007,2,,0
MTLR,Хафизов Игорь Валерьевич,professional,8,"ОАО ""Коршуновский ГОК""",1992,2006,1992,2006,15,,0
MTLR,Алексей Лукашов,professional,0,"ПАО ""Мечел""",,,,,0,missing_dates_excluded,1
MTLR,Лебедев Алексей Викторович,professional,0,"ПАО ""Мечел""",2022,,2022,2024,3,end_at_collection_year,1
MTLR,Лебедев Алексей Викторович,professional,1,"ООО ""УК Мечел-Транс""",2013,2022,2013,2022,10,,0
MTLR,Лебедев Алексей Викторович,professional,2,"ООО ""Мечел-Транс Авто""",2011,2013,2011,2013,3,,0
MTLR,Лебедев Алексей Викторович,professional,3,"ООО ""Мечел-Транс""",2010,2011,2010,2011,2,,0
MTLR,Лебедев Алексей Викторович,professional,4,"ЗАО ПСП ""Уралпромснаб""",1998,2003,1998,2003,6,,0
MTLR,Лебедев Алексей Викторович,professional,5,"ОАО ""Евроазиатская фрахтовая компания ""Трансферо""",1993,1998,1993,1998,6,,0
MTLR,Войткус Дмитрий Сергеевич,professional,0,"ПАО ""Мечел""",2020,,2020,2024,5,end_at_collection_year,1
MTLR,Войткус Дмитрий Сергеевич,professional,1,"ПАО ""Мечел""",2020,,2020,2024,5,end_at_collection_year,1
